# last update: 042825
#
# FILE FORMAT (https://ipregistry.co/blog/geofeeds)
# IP prefix/subnet: an IPv4 or IPv6 range in Classless Inter-Domain Routing (CIDR) format
# Country (optional): a 2-letter ISO country code conforming to ISO 3166-1.
# Region (optional): a region code conforming to ISO 3166-2.
# City (optional): free UTF-8 text excluding the comma character.
# Postal code (optional): free UTF-8 text excluding the comma character
#
#
#
# prefix,country_code,region_code,city,postal
170.203.152.0/24,US,US-IN,New Carlisle,46552
